11710.132,2677.411,586.397,366.489,711.929,423.762
11752.989,2681.538,588.676,367.300,713.657,424.895
11714.643,2678.443,587.156,366.489,711.929,423.762
11711.260,2676.379,587.156,366.489,711.929,423.762
11696.598,2675.347,586.397,366.489,710.201,423.762
11669.530,2676.379,585.637,365.678,711.065,422.629
11716.898,2679.474,587.916,367.300,711.929,424.895
11732.688,2689.792,588.676,367.300,714.521,424.895
11676.297,2669.157,586.397,366.489,707.609,422.629
11616.522,2665.030,584.878,364.867,706.745,421.496
11617.650,2667.093,585.637,364.867,706.745,421.496
11645.846,2673.284,586.397,366.489,708.473,422.629
11628.929,2668.125,586.397,365.678,706.745,422.629
11668.402,2675.347,587.156,366.489,708.473,422.629
11743.966,2685.665,589.435,368.110,713.657,426.029
11773.289,2690.824,590.195,368.921,716.249,427.162
11727.049,2686.697,588.676,368.110,715.385,426.029
11739.455,2688.760,589.435,368.110,716.249,426.029
11622.162,2656.776,585.637,364.867,704.153,421.496
11805.996,2690.824,590.195,369.732,717.113,428.295
11839.831,2704.237,590.954,369.732,723.161,429.428
11861.259,2708.364,592.473,370.543,724.025,429.428
11909.756,2713.522,594.752,372.164,725.753,431.694
11943.590,2720.745,595.512,372.975,728.345,432.827
11940.206,2722.808,596.271,372.975,728.345,432.827
11810.508,2695.983,591.714,369.732,717.977,428.295
11897.350,2711.459,593.993,372.164,724.025,431.694
11916.522,2717.649,594.752,372.164,727.481,431.694
11958.252,2719.713,595.512,372.975,729.209,432.827
12001.108,2725.904,597.791,374.597,731.801,435.093
11918.778,2719.713,594.752,372.164,728.345,431.694
11893.966,2705.268,593.233,371.354,724.025,431.694
11941.334,2715.586,593.993,372.164,728.345,432.827
12012.387,2721.777,595.512,372.975,730.937,435.093
12096.974,2735.189,598.550,375.408,736.120,437.359
12113.891,2736.221,597.791,375.408,737.849,438.492
12116.146,2739.316,598.550,375.408,739.576,438.492
12126.297,2743.443,598.550,376.219,740.440,438.492
12001.108,2730.031,595.512,372.975,735.257,435.093
11782.312,2683.602,586.397,367.300,717.977,427.162
11807.124,2688.760,587.156,368.110,719.705,428.295
11849.981,2698.046,589.435,368.921,723.161,429.428
11765.395,2693.919,587.156,367.300,720.569,427.162
11771.034,2693.919,587.156,367.300,720.569,427.162
11734.943,2674.316,586.397,366.489,712.793,426.029
11798.102,2688.760,588.676,368.110,718.841,428.295
11773.289,2686.697,587.916,368.110,717.977,427.162
11737.199,2682.570,587.156,367.300,716.249,426.029
11755.244,2683.602,587.916,368.110,716.249,427.162
11743.966,2684.633,587.916,367.300,717.113,427.162
11969.529,2714.554,594.752,372.164,729.209,432.827
11930.057,2709.396,593.233,371.354,726.617,431.694
11936.823,2707.332,593.233,371.354,726.617,431.694
11942.462,2713.522,593.233,371.354,728.345,431.694
11962.763,2714.554,593.993,372.164,728.345,432.827
11935.695,2711.459,593.233,371.354,727.481,431.694
11971.785,2717.649,594.752,372.164,730.073,432.827
11958.252,2715.586,593.993,372.164,729.209,432.827
11988.703,2718.681,594.752,372.164,730.073,433.960
11994.342,2717.649,593.993,372.164,730.073,433.960
12025.921,2721.777,594.752,372.975,731.801,433.960
12055.244,2726.935,595.512,373.786,734.393,435.093
12075.545,2730.031,597.031,374.597,735.257,436.226
12039.454,2725.904,596.271,372.975,733.529,435.093
12067.650,2731.062,597.031,373.786,735.257,435.093
12025.921,2722.808,595.512,372.975,732.665,433.960
12084.567,2733.126,597.791,374.597,736.120,436.226
12036.071,2725.904,596.271,373.786,733.529,435.093
